"PATHWAY_ID","PATHWAY_NAME","GENE_ID","GENE_SYMBOL"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",144124,"OR10A5"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",144125,"OR2AG1"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",158131,"OR1Q1"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",266747,"RGL4"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",283160,"OR8D2"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",283297,"OR10A4"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",338674,"OR5F1"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",390892,"OR7A10"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",442184,"OR2B3"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",442186,"OR2J3"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",442191,"OR14J1"
"bioplanet_1753","Class A GPCRs (rhodopsin-like)",728458,"OPN1MW2"
"bioplanet_227","ERBB signaling pathway",25,"ABL1"
"bioplanet_227","ERBB signaling pathway",27,"ABL2"
"bioplanet_227","ERBB signaling pathway",207,"AKT1"
"bioplanet_227","ERBB signaling pathway",208,"AKT2"
"bioplanet_227","ERBB signaling pathway",369,"ARAF"
"bioplanet_227","ERBB signaling pathway",374,"AREG"
"bioplanet_227","ERBB signaling pathway",572,"BAD"
"bioplanet_227","ERBB signaling pathway",595,"CCND1"
"bioplanet_227","ERBB signaling pathway",673,"BRAF"
"bioplanet_227","ERBB signaling pathway",685,"BTC"
"bioplanet_227","ERBB signaling pathway",815,"CAMK2A"
"bioplanet_227","ERBB signaling pathway",816,"CAMK2B"
"bioplanet_227","ERBB signaling pathway",817,"CAMK2D"
"bioplanet_227","ERBB signaling pathway",818,"CAMK2G"
"bioplanet_227","ERBB signaling pathway",867,"CBL"
"bioplanet_227","ERBB signaling pathway",868,"CBLB"
"bioplanet_227","ERBB signaling pathway",1026,"CDKN1A"
"bioplanet_227","ERBB signaling pathway",1027,"CDKN1B"
"bioplanet_227","ERBB signaling pathway",1398,"CRK"
"bioplanet_227","ERBB signaling pathway",1399,"CRKL"
"bioplanet_227","ERBB signaling pathway",1839,"HBEGF"
"bioplanet_227","ERBB signaling pathway",1950,"EGF"
"bioplanet_227","ERBB signaling pathway",1956,"EGFR"
"bioplanet_227","ERBB signaling pathway",1978,"EIF4EBP1"
"bioplanet_227","ERBB signaling pathway",2002,"ELK1"
"bioplanet_227","ERBB signaling pathway",2064,"ERBB2"
"bioplanet_227","ERBB signaling pathway",2065,"ERBB3"
"bioplanet_227","ERBB signaling pathway",2066,"ERBB4"
"bioplanet_227","ERBB signaling pathway",2069,"EREG"
"bioplanet_227","ERBB signaling pathway",2308,"FOXO1"
"bioplanet_227","ERBB signaling pathway",2475,"MTOR"
"bioplanet_227","ERBB signaling pathway",2549,"GAB1"
"bioplanet_227","ERBB signaling pathway",2885,"GRB2"
"bioplanet_227","ERBB signaling pathway",2932,"GSK3B"
"bioplanet_227","ERBB signaling pathway",3084,"NRG1"
"bioplanet_227","ERBB signaling pathway",3265,"HRAS"
"bioplanet_227","ERBB signaling pathway",3320,"HSP90AA1"
"bioplanet_227","ERBB signaling pathway",3725,"JUN"
"bioplanet_227","ERBB signaling pathway",3845,"KRAS"
"bioplanet_227","ERBB signaling pathway",4193,"MDM2"
"bioplanet_227","ERBB signaling pathway",4609,"MYC"
"bioplanet_227","ERBB signaling pathway",4690,"NCK1"
"bioplanet_227","ERBB signaling pathway",4893,"NRAS"
"bioplanet_227","ERBB signaling pathway",5058,"PAK1"
"bioplanet_227","ERBB signaling pathway",5062,"PAK2"
"bioplanet_227","ERBB signaling pathway",5063,"PAK3"
"bioplanet_227","ERBB signaling pathway",5163,"PDK1"
"bioplanet_227","ERBB signaling pathway",5290,"PIK3CA"
"bioplanet_227","ERBB signaling pathway",5291,"PIK3CB"
"bioplanet_227","ERBB signaling pathway",5293,"PIK3CD"
"bioplanet_227","ERBB signaling pathway",5294,"PIK3CG"
"bioplanet_227","ERBB signaling pathway",5295,"PIK3R1"
"bioplanet_227","ERBB signaling pathway",5296,"PIK3R2"
"bioplanet_227","ERBB signaling pathway",5335,"PLCG1"
"bioplanet_227","ERBB signaling pathway",5336,"PLCG2"
"bioplanet_227","ERBB signaling pathway",5578,"PRKCA"
"bioplanet_227","ERBB signaling pathway",5579,"PRKCB"
"bioplanet_227","ERBB signaling pathway",5582,"PRKCG"
"bioplanet_227","ERBB signaling pathway",5594,"MAPK1"
"bioplanet_227","ERBB signaling pathway",5595,"MAPK3"
"bioplanet_227","ERBB signaling pathway",5599,"MAPK8"
"bioplanet_227","ERBB signaling pathway",5601,"MAPK9"
"bioplanet_227","ERBB signaling pathway",5602,"MAPK10"
"bioplanet_227","ERBB signaling pathway",5604,"MAP2K1"
"bioplanet_227","ERBB signaling pathway",5605,"MAP2K2"
"bioplanet_227","ERBB signaling pathway",5609,"MAP2K7"
"bioplanet_227","ERBB signaling pathway",5747,"PTK2"
"bioplanet_227","ERBB signaling pathway",5894,"RAF1"
"bioplanet_227","ERBB signaling pathway",6198,"RPS6KB1"
"bioplanet_227","ERBB signaling pathway",6199,"RPS6KB2"
"bioplanet_227","ERBB signaling pathway",6416,"MAP2K4"
"bioplanet_227","ERBB signaling pathway",6464,"SHC1"
"bioplanet_227","ERBB signaling pathway",6654,"SOS1"
"bioplanet_227","ERBB signaling pathway",6655,"SOS2"
"bioplanet_227","ERBB signaling pathway",6714,"SRC"
"bioplanet_227","ERBB signaling pathway",6776,"STAT5A"
"bioplanet_227","ERBB signaling pathway",6777,"STAT5B"
"bioplanet_227","ERBB signaling pathway",7039,"TGFA"
"bioplanet_227","ERBB signaling pathway",7157,"TP53"
"bioplanet_227","ERBB signaling pathway",8440,"NCK2"
"bioplanet_227","ERBB signaling pathway",8503,"PIK3R3"
"bioplanet_227","ERBB signaling pathway",9542,"NRG2"
"bioplanet_227","ERBB signaling pathway",10000,"AKT3"
"bioplanet_227","ERBB signaling pathway",10018,"BCL2L11"
"bioplanet_227","ERBB signaling pathway",10298,"PAK4"
"bioplanet_227","ERBB signaling pathway",10718,"NRG3"
"bioplanet_227","ERBB signaling pathway",23533,"PIK3R5"
"bioplanet_227","ERBB signaling pathway",23624,"CBLC"
"bioplanet_227","ERBB signaling pathway",25759,"SHC2"
"bioplanet_227","ERBB signaling pathway",53358,"SHC3"
"bioplanet_227","ERBB signaling pathway",56924,"PAK6"
"bioplanet_227","ERBB signaling pathway",57144,"PAK7"
"bioplanet_227","ERBB signaling pathway",145957,"NRG4"
"bioplanet_227","ERBB signaling pathway",399694,"SHC4"
"bioplanet_810","Lipid and lipoprotein metabolism",2,"A2M"
"bioplanet_810","Lipid and lipoprotein metabolism",19,"ABCA1"
"bioplanet_810","Lipid and lipoprotein metabolism",30,"ACAA1"
"bioplanet_810","Lipid and lipoprotein metabolism",31,"ACACA"
"bioplanet_810","Lipid and lipoprotein metabolism",32,"ACACB"
"bioplanet_810","Lipid and lipoprotein metabolism",33,"ACADL"
"bioplanet_810","Lipid and lipoprotein metabolism",34,"ACADM"
"bioplanet_810","Lipid and lipoprotein metabolism",35,"ACADS"
"bioplanet_810","Lipid and lipoprotein metabolism",37,"ACADVL"
"bioplanet_810","Lipid and lipoprotein metabolism",38,"ACAT1"
"bioplanet_810","Lipid and lipoprotein metabolism",43,"ACHE"
"bioplanet_810","Lipid and lipoprotein metabolism",47,"ACLY"
"bioplanet_810","Lipid and lipoprotein metabolism",51,"ACOX1"
"bioplanet_810","Lipid and lipoprotein metabolism",123,"PLIN2"
"bioplanet_810","Lipid and lipoprotein metabolism",183,"AGT"
"bioplanet_810","Lipid and lipoprotein metabolism",211,"ALAS1"
"bioplanet_810","Lipid and lipoprotein metabolism",213,"ALB"
"bioplanet_810","Lipid and lipoprotein metabolism",215,"ABCD1"
"bioplanet_810","Lipid and lipoprotein metabolism",231,"AKR1B1"
"bioplanet_810","Lipid and lipoprotein metabolism",335,"APOA1"
"bioplanet_810","Lipid and lipoprotein metabolism",336,"APOA2"
"bioplanet_810","Lipid and lipoprotein metabolism",337,"APOA4"
"bioplanet_810","Lipid and lipoprotein metabolism",338,"APOB"
"bioplanet_810","Lipid and lipoprotein metabolism",344,"APOC2"
"bioplanet_810","Lipid and lipoprotein metabolism",345,"APOC3"
"bioplanet_810","Lipid and lipoprotein metabolism",348,"APOE"
"bioplanet_810","Lipid and lipoprotein metabolism",375,"ARF1"
"bioplanet_810","Lipid and lipoprotein metabolism",377,"ARF3"
"bioplanet_810","Lipid and lipoprotein metabolism",406,"ARNTL"
"bioplanet_810","Lipid and lipoprotein metabolism",410,"ARSA"
"bioplanet_810","Lipid and lipoprotein metabolism",411,"ARSB"
"bioplanet_810","Lipid and lipoprotein metabolism",412,"STS"
"bioplanet_810","Lipid and lipoprotein metabolism",414,"ARSD"
"bioplanet_810","Lipid and lipoprotein metabolism",415,"ARSE"
"bioplanet_810","Lipid and lipoprotein metabolism",416,"ARSF"
"bioplanet_810","Lipid and lipoprotein metabolism",427,"ASAH1"
"bioplanet_810","Lipid and lipoprotein metabolism",570,"BAAT"
"bioplanet_810","Lipid and lipoprotein metabolism",622,"BDH1"
"bioplanet_810","Lipid and lipoprotein metabolism",649,"BMP1"
"bioplanet_810","Lipid and lipoprotein metabolism",788,"SLC25A20"
"bioplanet_810","Lipid and lipoprotein metabolism",857,"CAV1"
"bioplanet_810","Lipid and lipoprotein metabolism",892,"CCNC"
"bioplanet_810","Lipid and lipoprotein metabolism",948,"CD36"
"bioplanet_810","Lipid and lipoprotein metabolism",949,"SCARB1"
"bioplanet_810","Lipid and lipoprotein metabolism",1024,"CDK8"
"bioplanet_810","Lipid and lipoprotein metabolism",1040,"CDS1"
"bioplanet_810","Lipid and lipoprotein metabolism",1056,"CEL"
"bioplanet_810","Lipid and lipoprotein metabolism",1071,"CETP"
"bioplanet_810","Lipid and lipoprotein metabolism",1081,"CGA"
"bioplanet_810","Lipid and lipoprotein metabolism",1103,"CHAT"
"bioplanet_810","Lipid and lipoprotein metabolism",1109,"AKR1C4"
"bioplanet_810","Lipid and lipoprotein metabolism",1119,"CHKA"
"bioplanet_810","Lipid and lipoprotein metabolism",1120,"CHKB"
"bioplanet_810","Lipid and lipoprotein metabolism",1208,"CLPS"
"bioplanet_810","Lipid and lipoprotein metabolism",1374,"CPT1A"
"bioplanet_810","Lipid and lipoprotein metabolism",1375,"CPT1B"
"bioplanet_810","Lipid and lipoprotein metabolism",1376,"CPT2"
"bioplanet_810","Lipid and lipoprotein metabolism",1384,"CRAT"
"bioplanet_810","Lipid and lipoprotein metabolism",1387,"CREBBP"
"bioplanet_810","Lipid and lipoprotein metabolism",1455,"CSNK1G2"
"bioplanet_810","Lipid and lipoprotein metabolism",1490,"CTGF"
"bioplanet_810","Lipid and lipoprotein metabolism",1543,"CYP1A1"
"bioplanet_810","Lipid and lipoprotein metabolism",1579,"CYP4A11"
"bioplanet_810","Lipid and lipoprotein metabolism",1581,"CYP7A1"
"bioplanet_810","Lipid and lipoprotein metabolism",1582,"CYP8B1"
"bioplanet_810","Lipid and lipoprotein metabolism",1583,"CYP11A1"
"bioplanet_810","Lipid and lipoprotein metabolism",1584,"CYP11B1"
"bioplanet_810","Lipid and lipoprotein metabolism",1585,"CYP11B2"
"bioplanet_810","Lipid and lipoprotein metabolism",1586,"CYP17A1"
"bioplanet_810","Lipid and lipoprotein metabolism",1588,"CYP19A1"
"bioplanet_810","Lipid and lipoprotein metabolism",1589,"CYP21A2"
"bioplanet_810","Lipid and lipoprotein metabolism",1591,"CYP24A1"
"bioplanet_810","Lipid and lipoprotein metabolism",1593,"CYP27A1"
"bioplanet_810","Lipid and lipoprotein metabolism",1594,"CYP27B1"
"bioplanet_810","Lipid and lipoprotein metabolism",1595,"CYP51A1"
"bioplanet_810","Lipid and lipoprotein metabolism",1632,"ECI1"
"bioplanet_810","Lipid and lipoprotein metabolism",1666,"DECR1"
"bioplanet_810","Lipid and lipoprotein metabolism",1717,"DHCR7"
"bioplanet_810","Lipid and lipoprotein metabolism",1718,"DHCR24"
"bioplanet_810","Lipid and lipoprotein metabolism",1892,"ECHS1"
"bioplanet_810","Lipid and lipoprotein metabolism",2033,"EP300"
"bioplanet_810","Lipid and lipoprotein metabolism",2101,"ESRRA"
"bioplanet_810","Lipid and lipoprotein metabolism",2167,"FABP4"
"bioplanet_810","Lipid and lipoprotein metabolism",2168,"FABP1"
"bioplanet_810","Lipid and lipoprotein metabolism",2172,"FABP6"
"bioplanet_810","Lipid and lipoprotein metabolism",2180,"ACSL1"
"bioplanet_810","Lipid and lipoprotein metabolism",2181,"ACSL3"
"bioplanet_810","Lipid and lipoprotein metabolism",2182,"ACSL4"
"bioplanet_810","Lipid and lipoprotein metabolism",2194,"FASN"
"bioplanet_810","Lipid and lipoprotein metabolism",2222,"FDFT1"
"bioplanet_810","Lipid and lipoprotein metabolism",2224,"FDPS"
"bioplanet_810","Lipid and lipoprotein metabolism",2274,"FHL2"
"bioplanet_810","Lipid and lipoprotein metabolism",2531,"KDSR"
"bioplanet_810","Lipid and lipoprotein metabolism",2581,"GALC"
"bioplanet_810","Lipid and lipoprotein metabolism",2629,"GBA"
"bioplanet_810","Lipid and lipoprotein metabolism",2638,"GC"
"bioplanet_810","Lipid and lipoprotein metabolism",2710,"GK"
"bioplanet_810","Lipid and lipoprotein metabolism",2717,"GLA"
"bioplanet_810","Lipid and lipoprotein metabolism",2720,"GLB1"
"bioplanet_810","Lipid and lipoprotein metabolism",2760,"GM2A"
"bioplanet_810","Lipid and lipoprotein metabolism",2819,"GPD1"
"bioplanet_810","Lipid and lipoprotein metabolism",2820,"GPD2"
"bioplanet_810","Lipid and lipoprotein metabolism",3030,"HADHA"
"bioplanet_810","Lipid and lipoprotein metabolism",3032,"HADHB"
"bioplanet_810","Lipid and lipoprotein metabolism",3033,"HADH"
"bioplanet_810","Lipid and lipoprotein metabolism",3073,"HEXA"
"bioplanet_810","Lipid and lipoprotein metabolism",3074,"HEXB"
"bioplanet_810","Lipid and lipoprotein metabolism",3155,"HMGCL"
"bioplanet_810","Lipid and lipoprotein metabolism",3156,"HMGCR"
"bioplanet_810","Lipid and lipoprotein metabolism",3157,"HMGCS1"
"bioplanet_810","Lipid and lipoprotein metabolism",3158,"HMGCS2"
"bioplanet_810","Lipid and lipoprotein metabolism",3283,"HSD3B1"
"bioplanet_810","Lipid and lipoprotein metabolism",3284,"HSD3B2"
"bioplanet_810","Lipid and lipoprotein metabolism",3290,"HSD11B1"
"bioplanet_810","Lipid and lipoprotein metabolism",3292,"HSD17B1"
"bioplanet_810","Lipid and lipoprotein metabolism",3293,"HSD17B3"
"bioplanet_810","Lipid and lipoprotein metabolism",3295,"HSD17B4"
"bioplanet_810","Lipid and lipoprotein metabolism",3339,"HSPG2"
"bioplanet_810","Lipid and lipoprotein metabolism",3417,"IDH1"
"bioplanet_810","Lipid and lipoprotein metabolism",3422,"IDI1"
"bioplanet_810","Lipid and lipoprotein metabolism",3631,"INPP4A"
"bioplanet_810","Lipid and lipoprotein metabolism",3635,"INPP5D"
"bioplanet_810","Lipid and lipoprotein metabolism",3636,"INPPL1"
"bioplanet_810","Lipid and lipoprotein metabolism",3930,"LBR"
"bioplanet_810","Lipid and lipoprotein metabolism",3931,"LCAT"
"bioplanet_810","Lipid and lipoprotein metabolism",3949,"LDLR"
"bioplanet_810","Lipid and lipoprotein metabolism",3972,"LHB"
"bioplanet_810","Lipid and lipoprotein metabolism",3990,"LIPC"
"bioplanet_810","Lipid and lipoprotein metabolism",3991,"LIPE"
"bioplanet_810","Lipid and lipoprotein metabolism",3992,"FADS1"
"bioplanet_810","Lipid and lipoprotein metabolism",4018,"LPA"
"bioplanet_810","Lipid and lipoprotein metabolism",4023,"LPL"
"bioplanet_810","Lipid and lipoprotein metabolism",4036,"LRP2"
"bioplanet_810","Lipid and lipoprotein metabolism",4047,"LSS"
"bioplanet_810","Lipid and lipoprotein metabolism",4199,"ME1"
"bioplanet_810","Lipid and lipoprotein metabolism",4534,"MTM1"
"bioplanet_810","Lipid and lipoprotein metabolism",4547,"MTTP"
"bioplanet_810","Lipid and lipoprotein metabolism",4594,"MUT"
"bioplanet_810","Lipid and lipoprotein metabolism",4597,"MVD"
"bioplanet_810","Lipid and lipoprotein metabolism",4598,"MVK"
"bioplanet_810","Lipid and lipoprotein metabolism",4758,"NEU1"
"bioplanet_810","Lipid and lipoprotein metabolism",4759,"NEU2"
"bioplanet_810","Lipid and lipoprotein metabolism",4800,"NFYA"
"bioplanet_810","Lipid and lipoprotein metabolism",4801,"NFYB"
"bioplanet_810","Lipid and lipoprotein metabolism",4802,"NFYC"
"bioplanet_810","Lipid and lipoprotein metabolism",4862,"NPAS2"
"bioplanet_810","Lipid and lipoprotein metabolism",4899,"NRF1"
"bioplanet_810","Lipid and lipoprotein metabolism",4952,"OCRL"
"bioplanet_810","Lipid and lipoprotein metabolism",5007,"OSBP"
"bioplanet_810","Lipid and lipoprotein metabolism",5019,"OXCT1"
"bioplanet_810","Lipid and lipoprotein metabolism",5034,"P4HB"
"bioplanet_810","Lipid and lipoprotein metabolism",5095,"PCCA"
"bioplanet_810","Lipid and lipoprotein metabolism",5096,"PCCB"
"bioplanet_810","Lipid and lipoprotein metabolism",5130,"PCYT1A"
"bioplanet_810","Lipid and lipoprotein metabolism",5244,"ABCB4"
"bioplanet_810","Lipid and lipoprotein metabolism",5264,"PHYH"
"bioplanet_810","Lipid and lipoprotein metabolism",5286,"PIK3C2A"
"bioplanet_810","Lipid and lipoprotein metabolism",5287,"PIK3C2B"
"bioplanet_810","Lipid and lipoprotein metabolism",5288,"PIK3C2G"
"bioplanet_810","Lipid and lipoprotein metabolism",5289,"PIK3C3"
"bioplanet_810","Lipid and lipoprotein metabolism",5290,"PIK3CA"
"bioplanet_810","Lipid and lipoprotein metabolism",5291,"PIK3CB"
"bioplanet_810","Lipid and lipoprotein metabolism",5293,"PIK3CD"
"bioplanet_810","Lipid and lipoprotein metabolism",5294,"PIK3CG"
"bioplanet_810","Lipid and lipoprotein metabolism",5295,"PIK3R1"
"bioplanet_810","Lipid and lipoprotein metabolism",5296,"PIK3R2"
"bioplanet_810","Lipid and lipoprotein metabolism",5297,"PI4KA"
"bioplanet_810","Lipid and lipoprotein metabolism",5298,"PI4KB"
"bioplanet_810","Lipid and lipoprotein metabolism",5305,"PIP4K2A"
"bioplanet_810","Lipid and lipoprotein metabolism",5319,"PLA2G1B"
"bioplanet_810","Lipid and lipoprotein metabolism",5320,"PLA2G2A"
"bioplanet_810","Lipid and lipoprotein metabolism",5321,"PLA2G4A"
"bioplanet_810","Lipid and lipoprotein metabolism",5322,"PLA2G5"
"bioplanet_810","Lipid and lipoprotein metabolism",5337,"PLD1"
"bioplanet_810","Lipid and lipoprotein metabolism",5338,"PLD2"
"bioplanet_810","Lipid and lipoprotein metabolism",5346,"PLIN1"
"bioplanet_810","Lipid and lipoprotein metabolism",5360,"PLTP"
"bioplanet_810","Lipid and lipoprotein metabolism",5406,"PNLIP"
"bioplanet_810","Lipid and lipoprotein metabolism",5408,"PNLIPRP2"
"bioplanet_810","Lipid and lipoprotein metabolism",5443,"POMC"
"bioplanet_810","Lipid and lipoprotein metabolism",5465,"PPARA"
"bioplanet_810","Lipid and lipoprotein metabolism",5468,"PPARG"
"bioplanet_810","Lipid and lipoprotein metabolism",5469,"MED1"
"bioplanet_810","Lipid and lipoprotein metabolism",5476,"CTSA"
"bioplanet_810","Lipid and lipoprotein metabolism",5499,"PPP1CA"
"bioplanet_810","Lipid and lipoprotein metabolism",5500,"PPP1CB"
"bioplanet_810","Lipid and lipoprotein metabolism",5501,"PPP1CC"
"bioplanet_810","Lipid and lipoprotein metabolism",5563,"PRKAA2"
"bioplanet_810","Lipid and lipoprotein metabolism",5565,"PRKAB2"
"bioplanet_810","Lipid and lipoprotein metabolism",5566,"PRKACA"
"bioplanet_810","Lipid and lipoprotein metabolism",5567,"PRKACB"
"bioplanet_810","Lipid and lipoprotein metabolism",5568,"PRKACG"
"bioplanet_810","Lipid and lipoprotein metabolism",5587,"PRKD1"
"bioplanet_810","Lipid and lipoprotein metabolism",5641,"LGMN"
"bioplanet_810","Lipid and lipoprotein metabolism",5660,"PSAP"
"bioplanet_810","Lipid and lipoprotein metabolism",5728,"PTEN"
"bioplanet_810","Lipid and lipoprotein metabolism",5833,"PCYT2"
"bioplanet_810","Lipid and lipoprotein metabolism",5948,"RBP2"
"bioplanet_810","Lipid and lipoprotein metabolism",6095,"RORA"
"bioplanet_810","Lipid and lipoprotein metabolism",6256,"RXRA"
"bioplanet_810","Lipid and lipoprotein metabolism",6307,"MSMO1"
"bioplanet_810","Lipid and lipoprotein metabolism",6309,"SC5D"
"bioplanet_810","Lipid and lipoprotein metabolism",6342,"SCP2"
"bioplanet_810","Lipid and lipoprotein metabolism",6382,"SDC1"
"bioplanet_810","Lipid and lipoprotein metabolism",6554,"SLC10A1"
"bioplanet_810","Lipid and lipoprotein metabolism",6555,"SLC10A2"
"bioplanet_810","Lipid and lipoprotein metabolism",6576,"SLC25A1"
"bioplanet_810","Lipid and lipoprotein metabolism",6579,"SLCO1A2"
"bioplanet_810","Lipid and lipoprotein metabolism",6604,"SMARCD3"
"bioplanet_810","Lipid and lipoprotein metabolism",6609,"SMPD1"
"bioplanet_810","Lipid and lipoprotein metabolism",6610,"SMPD2"
"bioplanet_810","Lipid and lipoprotein metabolism",6713,"SQLE"
"bioplanet_810","Lipid and lipoprotein metabolism",6715,"SRD5A1"
"bioplanet_810","Lipid and lipoprotein metabolism",6716,"SRD5A2"
"bioplanet_810","Lipid and lipoprotein metabolism",6718,"AKR1D1"
"bioplanet_810","Lipid and lipoprotein metabolism",6720,"SREBF1"
"bioplanet_810","Lipid and lipoprotein metabolism",6721,"SREBF2"
"bioplanet_810","Lipid and lipoprotein metabolism",6770,"STAR"
"bioplanet_810","Lipid and lipoprotein metabolism",6785,"ELOVL4"
"bioplanet_810","Lipid and lipoprotein metabolism",6822,"SULT2A1"
"bioplanet_810","Lipid and lipoprotein metabolism",6837,"MED22"
"bioplanet_810","Lipid and lipoprotein metabolism",6901,"TAZ"
"bioplanet_810","Lipid and lipoprotein metabolism",6907,"TBL1X"
"bioplanet_810","Lipid and lipoprotein metabolism",7003,"TEAD1"
"bioplanet_810","Lipid and lipoprotein metabolism",7004,"TEAD4"
"bioplanet_810","Lipid and lipoprotein metabolism",7005,"TEAD3"
"bioplanet_810","Lipid and lipoprotein metabolism",7108,"TM7SF2"
"bioplanet_810","Lipid and lipoprotein metabolism",7296,"TXNRD1"
"bioplanet_810","Lipid and lipoprotein metabolism",7357,"UGCG"
"bioplanet_810","Lipid and lipoprotein metabolism",8029,"CUBN"
"bioplanet_810","Lipid and lipoprotein metabolism",8202,"NCOA3"
"bioplanet_810","Lipid and lipoprotein metabolism",8309,"ACOX2"
"bioplanet_810","Lipid and lipoprotein metabolism",8310,"ACOX3"
"bioplanet_810","Lipid and lipoprotein metabolism",8394,"PIP5K1A"
"bioplanet_810","Lipid and lipoprotein metabolism",8395,"PIP5K1B"
"bioplanet_810","Lipid and lipoprotein metabolism",8396,"PIP4K2B"
"bioplanet_810","Lipid and lipoprotein metabolism",8398,"PLA2G6"
"bioplanet_810","Lipid and lipoprotein metabolism",8399,"PLA2G10"
"bioplanet_810","Lipid and lipoprotein metabolism",8443,"GNPAT"
"bioplanet_810","Lipid and lipoprotein metabolism",8463,"TEAD2"
"bioplanet_810","Lipid and lipoprotein metabolism",8503,"PIK3R3"
"bioplanet_810","Lipid and lipoprotein metabolism",8540,"AGPS"
"bioplanet_810","Lipid and lipoprotein metabolism",8560,"DEGS1"
"bioplanet_810","Lipid and lipoprotein metabolism",8605,"PLA2G4C"
"bioplanet_810","Lipid and lipoprotein metabolism",8611,"PPAP2A"
"bioplanet_810","Lipid and lipoprotein metabolism",8612,"PPAP2C"
"bioplanet_810","Lipid and lipoprotein metabolism",8613,"PPAP2B"
"bioplanet_810","Lipid and lipoprotein metabolism",8647,"ABCB11"
"bioplanet_810","Lipid and lipoprotein metabolism",8648,"NCOA1"
"bioplanet_810","Lipid and lipoprotein metabolism",8694,"DGAT1"
"bioplanet_810","Lipid and lipoprotein metabolism",8714,"ABCC3"
"bioplanet_810","Lipid and lipoprotein metabolism",8760,"CDS2"
"bioplanet_810","Lipid and lipoprotein metabolism",8776,"MTMR1"
"bioplanet_810","Lipid and lipoprotein metabolism",8800,"PEX11A"
"bioplanet_810","Lipid and lipoprotein metabolism",8821,"INPP4B"
"bioplanet_810","Lipid and lipoprotein metabolism",8841,"HDAC3"
"bioplanet_810","Lipid and lipoprotein metabolism",8867,"SYNJ1"
"bioplanet_810","Lipid and lipoprotein metabolism",8871,"SYNJ2"
"bioplanet_810","Lipid and lipoprotein metabolism",8877,"SPHK1"
"bioplanet_810","Lipid and lipoprotein metabolism",8879,"SGPL1"
"bioplanet_810","Lipid and lipoprotein metabolism",8897,"MTMR3"
"bioplanet_810","Lipid and lipoprotein metabolism",8898,"MTMR2"
"bioplanet_810","Lipid and lipoprotein metabolism",9023,"CH25H"
"bioplanet_810","Lipid and lipoprotein metabolism",9107,"MTMR6"
"bioplanet_810","Lipid and lipoprotein metabolism",9108,"MTMR7"
"bioplanet_810","Lipid and lipoprotein metabolism",9110,"MTMR4"
"bioplanet_810","Lipid and lipoprotein metabolism",9217,"VAPB"
"bioplanet_810","Lipid and lipoprotein metabolism",9218,"VAPA"
"bioplanet_810","Lipid and lipoprotein metabolism",9227,"LRAT"
"bioplanet_810","Lipid and lipoprotein metabolism",9282,"MED14"
"bioplanet_810","Lipid and lipoprotein metabolism",9412,"MED21"
"bioplanet_810","Lipid and lipoprotein metabolism",9415,"FADS2"
"bioplanet_810","Lipid and lipoprotein metabolism",9420,"CYP7B1"
"bioplanet_810","Lipid and lipoprotein metabolism",9439,"MED23"
"bioplanet_810","Lipid and lipoprotein metabolism",9440,"MED17"
"bioplanet_810","Lipid and lipoprotein metabolism",9441,"MED26"
"bioplanet_810","Lipid and lipoprotein metabolism",9442,"MED27"
"bioplanet_810","Lipid and lipoprotein metabolism",9443,"MED7"
"bioplanet_810","Lipid and lipoprotein metabolism",9453,"GGPS1"
"bioplanet_810","Lipid and lipoprotein metabolism",9468,"PCYT1B"
"bioplanet_810","Lipid and lipoprotein metabolism",9477,"MED20"
"bioplanet_810","Lipid and lipoprotein metabolism",9489,"PGS1"
"bioplanet_810","Lipid and lipoprotein metabolism",9514,"GAL3ST1"
"bioplanet_810","Lipid and lipoprotein metabolism",9517,"SPTLC2"
"bioplanet_810","Lipid and lipoprotein metabolism",9524,"TECR"
"bioplanet_810","Lipid and lipoprotein metabolism",9572,"NR1D1"
"bioplanet_810","Lipid and lipoprotein metabolism",9575,"CLOCK"
"bioplanet_810","Lipid and lipoprotein metabolism",9611,"NCOR1"
"bioplanet_810","Lipid and lipoprotein metabolism",9612,"NCOR2"
"bioplanet_810","Lipid and lipoprotein metabolism",9619,"ABCG1"
"bioplanet_810","Lipid and lipoprotein metabolism",9663,"LPIN2"
"bioplanet_810","Lipid and lipoprotein metabolism",9791,"PTDSS1"
"bioplanet_810","Lipid and lipoprotein metabolism",9862,"MED24"
"bioplanet_810","Lipid and lipoprotein metabolism",9896,"FIG4"
"bioplanet_810","Lipid and lipoprotein metabolism",9926,"LPGAT1"
"bioplanet_810","Lipid and lipoprotein metabolism",9968,"MED12"
"bioplanet_810","Lipid and lipoprotein metabolism",9969,"MED13"
"bioplanet_810","Lipid and lipoprotein metabolism",10001,"MED6"
